Deeded_Acreage,Year_Built,HEATED_AREA,Accrued_Assessed_Condition_Pct
0.05,1986,1300,76
0.05,1986,1300,76
0.06,1986,1300,76
0.06,1986,1300,76
0.05,1986,1300,76
0.05,1986,1300,76
0.05,1986,1300,76
0.05,1986,1300,76
0.25,1987,1834,77
0.24,1987,2023,81
0.24,1987,2023,77
0.24,1987,2105,77
0.33,1987,2236,84
0.33,1987,2133,81
0.25,1987,1857,81
0.23,1987,2903,91
0.23,1988,2344,87
0.23,1987,1971,77
0.23,1987,1779,81
0.24,1987,1779,77
0.31,1986,2112,81
0.23,1987,1959,77
0.26,1989,1407,78
0.3,1989,1522,78
0.28,1989,1750,83
0.34,1987,1488,82
0.31,1989,1944,87
0.3,1988,1737,80
0.28,1989,1200,78
0.31,1989,1536,83
0.32,1987,1766,79
0.34,1988,1536,80
0.28,1987,1652,74
0.7,1988,2016,77
0.83,1987,2334,77
0.7,1987,1564,77
0.7,1987,1791,77
0.69,1987,2369,81
0.6,1988,3086,77
0.4,1992,3251,79
0.65,1988,3761,77
0.41,1987,3857,77
0.43,1987,2831,77
0.4,1989,3773,93
0.44,1987,3830,87
0.54,2004,4285,86
0.43,1987,3216,77
0.52,1987,2814,77
0.5,1987,3441,77
0.41,1987,2900,77
0.42,1987,2969,77
3.33,1994,2865,86
0.04,1986,1154,83
0.04,1986,1154,79
0.18,1987,1504,77
0.19,1987,1196,77
0.17,1987,1196,77
0.16,1988,1764,77
0.17,1988,1195,80
0.17,1988,1540,91
0.18,1988,1728,77
0.18,1987,2360,77
0.16,1987,1188,77
0.16,1987,1540,77
0.17,1988,1848,71
1,1987,1991,77
1.24,1991,1971,79
1.09,1996,3366,82
2.23,1987,3168,77
0.03,1987,1233,70
0.03,1987,1233,70
0.04,1986,1266,77
0.06,1986,1708,70
0.07,1986,1720,70
0.03,1986,1232,70
0.02,1986,1230,77
0.03,1986,1338,70
0.03,1986,1230,70
0.03,1986,1168,70
0.03,1986,1066,76
0.03,1986,1112,76
0.04,1986,1040,79
0.02,1986,1040,76
0.03,1986,1040,76
0.03,1986,1040,76
0.05,1986,1040,76
0.02,1986,1040,84
0.03,1986,1040,82
0.04,1986,1040,82
0.04,1986,1040,82
0.02,1986,1040,82
0.04,1986,1040,79
0.31,1987,2004,86
0.29,1991,2056,84
0.2,1991,2238,84
0.17,1990,2022,86
0.24,1990,2269,86
0.21,1987,1196,86
0.17,1987,2147,86
0.2,1987,1988,93
0.19,1987,2272,93
0.21,1989,1561,86
0.27,1990,2251,78
0.25,1987,2006,85
0.27,1990,1536,78
0.25,1987,1858,77
0.27,1987,1782,77
0.27,1987,2333,93
0.22,1987,2092,79
0.38,1987,1607,77
0.21,1987,1930,87
0.19,1987,1880,85
0.19,1991,1536,88
0.2,1991,1562,79
0.26,1990,2206,81
0.18,1991,1768,79
0.22,1991,1412,79
0.16,1999,1744,83
0.27,1987,2450,77
0.19,1991,1648,79
0.16,1988,1789,77
0.13,1989,2000,78
0.14,1992,1654,79
0.2,1988,1088,77
0.23,1993,1584,80
0.19,1988,1221,77
0.17,1989,1236,78
0.21,1986,1083,76
0.26,1991,1130,79
0.17,1988,1264,77
0.21,1991,1116,79
0.18,1987,1564,89
0.18,1995,1450,84
0.03,1987,1198,77
0.03,1987,1198,77
0.06,1987,1452,77
0.03,1987,1164,77
0.04,1987,1050,77
0.03,1987,1090,77
0.06,1987,1132,77
0.03,1987,1198,77
0.05,1987,1132,88
0.03,1987,1164,77
2.17,1993,1426,75
0.05,1985,1249,76
0.05,1985,1218,76
0.05,1985,1823,87
0.5,1994,4422,90
0.48,1989,4656,84
0.48,1988,4511,83
0.52,1995,3422,88
0.83,1990,4039,84
0.66,1989,4275,84
0.57,1990,7007,84
0.7,2017,5506,96
0.67,1990,7484,84
0.54,1993,4728,85
0.54,1991,4036,76
0.32,1993,2822,81
0.53,1989,5420,84
0.55,1989,4940,84
0.65,1988,4621,93
0.62,1990,3134,84
0.6,1994,4103,86
0.55,1991,5006,84
0.25,1986,1776,81
0.06,1986,1603,76
0.05,1986,2057,76
0.05,1986,2059,76
0.04,1985,1152,87
0.03,1985,1170,94
0.06,1986,1124,84
0.03,1986,1164,76
0.25,1987,1468,77
0.25,1987,1693,84
0.46,1961,2270,63
0.03,1986,1080,70
0.05,1986,1412,70
0.03,1986,1080,70
0.03,1986,1200,70
0.04,1986,1400,70
0.05,1986,1412,80
0.03,1986,1200,70
0.03,1986,1134,70
0.06,1986,1136,70
0.06,1986,1009,76
0.03,1986,1238,76
0.03,1986,1236,84
0.06,1986,1176,76
0.03,1986,1292,76
0.03,1986,1292,84
0.03,1986,1100,82
0.05,1986,1449,76
0.03,1986,1100,79
0.03,1986,1236,84
0.03,1986,1292,79
0.03,1986,1236,84
0.03,1986,1472,70
0.03,1985,1377,81
0.04,1985,1476,87
0.06,1985,1604,76
0.05,1986,1377,76
0.05,1986,1476,88
0.07,1987,1222,77
0.12,1987,1338,84
0.12,1988,1861,71
0.12,1986,1186,87
0.12,1988,1087,71
0.15,1987,1717,70
0.12,1989,1520,63
0.12,1997,1052,78
0.13,1990,1597,73
0.13,1997,1092,78
0.09,1986,1569,76
0.06,1986,1802,76
0.95,1986,2318,76
0.95,1992,2105,79
0.95,1994,3486,81
0.95,1991,1824,79
0.95,1992,1654,82
0.5,1986,1252,82
0.46,1986,1474,82
0.54,1995,1146,81
0.48,1987,1378,81
0.46,1987,1174,77
0.45,1987,1512,84
0.44,1987,1562,77
0.53,1987,1040,77
0.49,2010,1900,91
0.48,1987,1344,77
0.47,1987,1457,79
0.59,1994,1498,81
0.51,1988,1691,77
0.74,1988,2504,80
0.88,1987,2424,77
0.78,1988,1426,77
0.69,1987,2412,77
2.55,1987,2567,77
0.92,1988,1904,77
0.92,1987,1756,77
1.23,1988,2312,77
0.76,1989,2381,81
0.78,1989,2466,78
0.71,1989,1309,78
0.73,1970,1446,63
0.69,2006,1404,88
0.75,2018,1432,96
0.75,2018,1526,96
1.29,1987,1486,77
3.45,1973,4283,91
0.36,1996,1953,82
0.38,1992,1983,79
0.37,1987,1876,77
0.39,1988,2313,80
0.4,1987,1993,79
0.35,1987,1904,77
0.37,1988,2149,77
0.38,1987,2501,77
0.34,1988,2106,77
0.36,1987,1943,77
0.35,1991,2247,79
0.35,1987,1980,77
0.06,1986,1366,76
0.05,1986,1352,79
1.75,1994,2789,81
1.3,1992,1742,58
0.91,1989,1638,55
0.84,1993,1215,59
0.73,1988,1603,54
2.37,1989,2022,78
2.19,1988,2205,77
1,1988,1817,77
0.79,1986,1810,76
1,1988,2635,83
1.16,1989,2008,78
0.89,1987,1882,82
0.72,1988,1716,77
0.69,1987,1554,77
0.69,1987,1612,77
0.69,1987,2186,77
0.69,1987,1666,82
0.69,1989,2270,78
0.69,1988,2432,77
0.69,1990,2464,78
0.7,2018,2648,96
1.12,1992,2168,79
0.7,1991,2685,79
0.85,1991,2233,79
0.71,1994,2335,81
0.7,1986,1032,63
1.21,1988,1560,46
0.7,1987,1496,54
1.63,1998,1680,65
0.7,1987,1512,77
0.7,1985,1456,43
0.79,1987,1484,45
0.82,1987,1584,45
0.69,1987,1501,45
0.23,1992,1791,79
0.18,1991,1940,84
2,1987,3610,70
1.39,1979,2112,72
0.46,1987,5281,91
2.5,2002,1188,70
0.48,1986,3016,76
1.27,1988,2131,71
1.62,1986,1444,70
0.96,2003,2280,67
0.75,1925,1534,15
2.34,1987,1353,63
1.98,1994,2414,84
0.03,1985,1310,78
0.04,1985,1504,76
0.06,1986,1528,76
0.06,1986,1619,76
0.02,1985,936,44
0.02,1986,1092,76
0.02,1986,1092,76
0.03,1986,793,76
0.02,1986,1092,76
0.02,1986,1060,76
0.05,1985,1768,76
0.05,1986,1752,76
0.08,1986,2308,82
0.05,1986,2626,82
0.04,1988,2323,77
0.06,1987,2322,82
0.06,1987,2575,77
0.04,1986,2389,76
0.08,1986,2304,76
0.22,1985,2849,78
0.34,1985,2512,78
0.04,1986,1244,82
0.04,1986,1557,76
0.04,1986,1392,95
0.04,1986,1992,79
0.05,1986,1065,76
0.03,1986,1264,76
0.02,1986,1248,76
0.04,1986,1064,76
0.03,1986,1250,76
0.03,1986,1258,76
0.03,1986,1250,76
0.05,1986,1437,77
0.03,1986,1224,70
0.03,1986,1224,77
0.06,1986,1176,77
0.03,1986,1224,70
0.04,1986,1224,77
0.03,1986,1224,70
0.03,1986,1680,76
0.04,1986,1426,76
0.04,1986,1327,76
0.04,1986,1622,76
0.06,1986,3011,82
0.04,1986,2369,76
0.05,1986,1328,76
0.03,1986,1224,76
0.03,1986,1312,76
0.93,2003,1800,83
0.94,1980,2895,73
0.29,1986,1728,37
0.29,2006,1497,85
0.28,1986,1671,76
0.03,1987,1482,84
1.01,1990,3022,84
1.03,1993,3305,80
1.01,1994,2586,81
2.89,1990,2287,78
1,1995,1400,62
0.08,1985,1701,72
0.09,1985,1870,74
0.1,1986,1812,92
0.04,1986,1874,76
0.04,1986,1767,76
0.08,1986,1776,97
0.05,1986,1874,76
0.05,1985,1735,76
0.06,1986,2141,76
0.05,1986,1802,76
0.09,1986,1579,76
0.07,1986,2047,84
0.07,1986,1817,76
0.07,1986,2049,76
0.07,1986,1546,76
0.05,1986,2133,79
0.04,1986,1294,70
0.04,1986,1170,94
0.08,1986,2215,80
0.04,1986,1705,76
0.1,1986,1914,80
0.08,1985,1923,80
0.04,1985,1705,87
0.08,1985,1923,80
0.05,1986,1804,80
0.08,1986,1914,80
0.95,1989,3062,81
0.05,1986,1740,70
0.08,1986,1740,70
0.92,1986,2528,76
1,1986,2410,76
2.82,1988,2628,77
0.34,1987,2934,91
0.46,1987,2559,77
2.43,1992,4301,87
2.83,1992,5121,89
1.9,1950,1482,70
3.25,1994,1560,45
0.07,1986,1546,76
0.06,1986,1598,76
0.05,1986,1830,76
0.05,1986,1598,76
0.05,1986,1830,82
0.05,1986,1830,76
0.05,1986,2076,76
0.05,1986,2423,76
0.05,1986,2423,76
0.31,1988,2605,84
0.24,1987,2281,77
0.25,1995,2021,81
0.28,1989,3173,91
0.26,1987,2971,77
0.3,1987,2294,77
0.27,1987,2797,77
0.34,1987,2632,85
0.32,1987,3211,86
0.35,1988,4741,88
0.57,1987,3025,88
0.94,1987,1406,62
1.01,1987,1680,53
1.21,1987,2462,77
1,1993,2376,80
1.8,1991,2344,91
1.12,1988,1992,77
2.33,1988,1898,77
0.84,2002,3594,85
0.69,2016,1830,95
0.83,1998,2495,83
3.82,2011,4059,91
1.05,1989,3314,78
0.88,1986,2022,76
0.81,1988,938,15
1.46,1988,1718,74
0.46,2014,2586,93
0.96,1989,1344,74
1.44,1987,2131,79
3.29,1988,2184,80
1.9,1996,4497,82
0.2,1950,1331,81
1.01,1996,1568,63
13.88,1987,2501,77
0.16,1987,2038,87
1,1930,1080,73
0.17,1986,2112,70
3,1991,2338,79
0.11,2007,1236,91
1,1986,1248,37
1,1997,1677,64
0.05,1987,1483,77
0.03,1987,1688,77
0.04,1987,1552,77
1.62,1987,2484,77
0.26,1991,1737,79
0.31,1988,2056,77
0.46,1988,1876,69
0.37,1988,1571,77
0.26,1987,1474,84
1.03,1987,2564,77
0.99,1989,2612,78
0.92,1987,2008,87
0.92,1987,2806,81
0.92,1989,3307,83
1.11,1988,3666,91
0.94,1987,2808,77
1,1987,2883,81
1.57,1979,1460,78
2.96,1959,4791,103
10,2019,7477,97
3.48,1986,2297,86
1.04,1987,1008,77
1.05,1975,1097,70
5.39,1986,1976,76
1.11,1910,1072,20
1,2017,2753,96
1.93,1998,1728,59
0.74,1970,1514,67
0.73,1985,1152,32
2.81,1989,3236,72
0.29,1986,4162,89
0.12,1933,1040,87
0.44,1987,1056,77
0.69,1985,1539,78
0.92,1988,4322,91
0.92,1988,2511,81
0.92,1988,5837,84
1.08,1990,2834,91
1.26,2001,4965,84
1.09,1990,2740,91
0.37,1994,1888,81
0.34,1991,1724,79
0.35,1994,1702,81
0.35,1988,1344,80
0.34,1988,1676,77
0.39,1991,1579,79
0.35,1994,2333,86
0.38,1992,1519,79
0.38,1988,1718,80
0.37,1992,1980,79
0.36,1994,2012,81
0.36,1991,1319,84
0.36,1992,1374,79
0.16,1988,1616,83
0.16,1987,1369,77
0.17,1987,1315,81
0.16,1987,1178,81
0.17,1987,1086,77
0.16,1987,1308,77
0.16,1987,1178,77
0.16,1987,1178,77
0.16,1987,1188,77
0.17,1987,1362,77
1.78,1987,3124,77
2.52,1987,1510,92
0.92,1987,2866,84
1.03,1987,1387,77
0.93,1987,1138,77
0.96,1988,1410,81
0.16,1988,1954,81
0.18,1988,1960,87
0.22,1988,1700,84
0.18,1992,1672,79
0.2,1987,1660,87
0.19,1987,1554,89
0.19,1987,1767,91
0.16,1990,1492,91
0.23,1990,1671,91
0.24,1988,1712,77
0.22,1989,2006,78
0.72,1992,2154,79
1.81,1988,2223,83
0.91,1991,1492,79
0.69,1988,1149,77
0.69,1991,1257,82
0.79,1989,1306,78
0.75,1988,1132,77
0.72,1987,1372,77
0.72,1987,1574,77
0.77,1987,1220,82
0.45,1988,4739,84
0.33,1987,3061,77
0.34,1987,4483,77
0.35,1993,2948,80
0.3,1993,2936,80
0.47,1989,3161,78
0.27,1994,2197,81
0.33,1987,2824,77
0.32,1987,3359,77
0.36,1988,2854,77
0.35,1987,3028,77
0.36,1988,4033,87
0.69,1987,3448,77
1.05,1988,2506,77
0.91,1987,2334,77
1.65,1988,2119,77
0.69,1987,1879,77
0.7,1993,2379,80
0.69,1993,1998,80
0.69,1988,2140,77
0.71,1988,2001,80
0.74,1990,1705,84
0.71,1988,2223,77
0.69,1987,3727,82
0.69,1988,1839,77
2.27,1987,1913,82
0.24,1991,1643,84
0.19,1989,2460,78
0.25,1989,2382,78
0.24,1990,1248,78
0.41,1987,1240,88
0.22,1987,1152,77
0.26,1987,1383,77
0.17,1988,1436,77
0.23,1989,1786,78
0.28,1990,1376,84
0.2,1989,1304,78
0.34,1990,1224,78
0.21,1990,1188,78
0.2,1990,1212,78
0.23,1990,1360,78
0.25,1990,1466,78
0.27,1989,1158,78
0.34,1989,1292,78
0.31,1989,1216,78
0.16,1992,1008,79
0.21,1990,1200,78
0.21,1993,1248,80
0.38,1990,1604,87
0.21,1988,1436,77
0.2,1988,1226,77
0.16,1988,1558,62
0.16,1987,1487,70
0.18,1989,1976,72
0.17,1989,1557,89
0.17,1987,2161,70
0.18,1987,2161,77
0.16,1989,1530,72
0.17,1989,962,72
0.18,1988,1520,87
0.18,1989,1919,81
0.17,1987,1203,77
0.16,1987,1286,77
0.17,1987,1275,84
0.25,1987,1273,77
0.16,1987,1642,77
0.19,1989,1650,78
0.18,1992,2006,79
0.21,1994,2014,81
0.22,1993,1984,80
0.23,1989,1938,78
0.2,1993,2438,80
0.19,1989,1656,78
0.22,1994,2014,81
0.21,1988,1691,77
0.21,1987,1463,77
0.2,1987,1739,77
0.17,1993,2028,80
0.17,1987,1841,77
0.03,1987,1300,82
0.02,1987,1400,77
0.03,1987,1300,87
0.13,1987,2144,77
0.17,1987,2576,77
0.14,1988,1969,77
0.12,1987,1640,77
0.14,1988,2412,77
0.15,1988,2104,77
0.16,1990,2381,78
0.23,1987,1426,77
0.22,1992,1338,79
0.3,1990,2546,78
0.28,1992,1360,79
0.93,1987,2903,77
0.93,1987,3040,77
0.99,1987,2392,77
1.18,1987,2427,82
1.07,1988,2773,84
0.93,1988,3510,77
1.15,1988,2568,77
0.34,1987,2328,77
0.29,1987,2741,84
0.35,1987,3170,79
0.22,1990,1629,78
0.2,1987,1680,77
0.2,1987,1544,89
0.2,1991,2091,79
0.2,1988,1848,77
0.2,1993,2225,84
0.2,1989,1623,91
0.2,1994,1488,81
0.2,1993,2040,80
0.2,1992,1974,84
0.2,1993,2512,80
0.2,1992,2304,79
0.2,1992,2121,79
0.22,1993,1494,91
0.2,1990,1598,78
0.21,1989,1608,78
0.2,1989,1730,78
0.2,1990,1618,84
0.2,1990,1432,78
0.2,1987,1628,77
0.23,1992,1977,88
0.21,1992,2040,79
0.2,1987,1992,77
0.19,1988,1522,94
0.19,1992,1906,79
0.19,1993,1325,80
0.19,1991,1632,79
0.18,1992,1864,79
0.7,1987,1730,77
0.69,1988,1198,77
0.99,1987,1349,82
1.11,1987,1436,77
1.8,1987,1553,77
0.72,1988,2363,77
0.8,1987,1480,77
0.97,1987,1680,79
1.77,1989,1708,78
0.59,1987,1648,77
3.99,1999,3528,83
1.89,1988,2051,80
1.29,1989,1765,83
1.25,1988,2145,77
0.46,1987,2074,77
1.13,2017,1239,96
0.64,1987,1762,77
0.54,1987,1947,81
0.59,1987,1462,77
0.51,1987,1725,70
0.17,1987,2080,77
0.23,1987,1640,91
0.22,1987,2040,81
0.19,1987,1165,77
0.17,1998,1500,83
0.19,1987,1651,77
0.18,1987,1640,77
0.17,1989,1492,78
0.18,1987,1843,77
0.17,1987,2005,88
0.19,1987,2005,85
0.28,1987,1816,82
0.18,1987,2241,82
0.22,1987,2342,79
0.2,1988,3115,77
0.29,1988,2107,77
0.29,1988,2967,77
0.2,1987,1629,77
0.19,1987,1891,77
0.06,1987,1366,77
0.03,1987,1300,77
0.06,1987,1366,77
0,1987,1012,70
0,1987,912,70
0,1987,912,70
0,1987,912,70
0,1987,912,70
0,1987,1012,70
0,1987,1012,70
0,1987,988,55
0,1987,960,55
0,1987,1115,77
0,1987,1115,77
0,1987,1115,77
0,1987,1115,77
0.02,1987,1040,77
0.03,1987,1040,82
0.04,1987,1040,77
0.04,1997,1260,82
0.19,1987,1680,77
0.22,1987,1718,77
0.21,1987,1418,77
0.21,1988,1490,77
0.21,1987,1671,77
0.21,1992,1994,82
0.3,1988,1494,77
0.2,1993,1628,80
0.22,1988,1680,77
0.21,1990,1637,78
0.29,1989,1868,78
0.23,1990,2076,78
0.2,1990,1702,78
0.2,1994,1794,81
0.25,1989,1698,78
0.28,1991,2044,79
0.19,1992,1843,79
0.19,1992,2073,79
0.19,1992,2021,79
0.2,1987,1598,77
0.2,1987,1548,77
0.2,1987,1604,77
0.2,1987,1549,77
0.22,1990,1742,78
0.29,1987,1740,77
0.21,1987,2348,77
0.25,1987,1730,77
0.23,1993,2350,88
0.22,1992,2406,79
0.23,1988,1712,77
0.23,1988,1698,77
0.31,1992,2414,88
0.24,1993,1908,80
0.22,1988,1581,77
0.22,1993,2350,80
0.21,1993,1886,80
0.23,1992,2074,79
0.23,1993,2358,80
0.25,1993,2418,88
0.25,1991,2122,79
0.27,1992,1395,79
0.23,1987,1922,77
0.28,1987,1644,77
0.25,1987,1914,77
0.23,1993,1523,80
0.23,1992,2020,79
0.24,1991,2229,79
0.23,1987,2185,82
0.24,1987,1988,77
0.29,1987,2743,77
0.25,1988,1824,77
0.25,1993,2194,80
0.32,1989,1444,78
0.28,1993,2112,86
0.28,1993,2246,80
0.26,1993,1928,80
0.27,1992,2013,79
0.27,1991,1655,91
0.26,1991,1734,79
0.26,1990,2600,87
0.26,1991,1977,79
0.28,1993,1740,80
0.27,1993,1784,80
0.25,1992,2476,79
0.25,1993,1886,80
0.25,1992,1560,91
0.24,1990,1725,78
0.24,1989,1816,78
0.26,1987,2315,87
0.27,1992,2223,85
0.26,1988,1450,91
0.28,1993,1998,80
0.25,1990,3447,78
0.26,1994,2742,81
0.25,1994,1962,87
0.25,1994,1964,81
0.27,1993,1889,80
0.26,1993,1941,80
0.26,1992,2219,79
0.26,1993,2186,80
0.25,1993,2335,87
0.27,1993,1956,80
0.26,1993,2640,80
0.27,1993,1560,80
0.25,1991,1946,79
0.27,1990,1762,78
0.27,1993,1928,80
0.26,1993,1920,86
0.26,1989,1864,78
0.25,1993,2084,80
0.27,1993,1920,80
0.25,1991,2016,79
0.27,1992,1572,84
0.27,1989,1986,78
0.24,1993,1784,80
0.25,1989,2376,78
0.24,1993,2071,87
0.26,1993,2538,80
0.26,1993,2596,80
0.27,1993,1974,80
0.25,1993,1478,80
0.26,1993,2762,80
0.25,1993,3080,80
0.21,1991,1976,79
0.3,1987,1966,77
0.3,1987,1692,77
0.28,1993,2567,80
0.28,1987,1638,77
0.27,1987,1638,77
0.26,1993,2028,80
0.25,1993,2242,80
0.28,1987,1702,87
0.29,1988,2236,77
0.27,1988,1724,77
0.27,1993,1856,80
0.26,1988,1956,77
0.25,1990,2104,78
0.26,1991,2088,79
0.25,1988,1968,77
0.25,1991,2496,84
0.28,1993,1930,80
0.24,1993,1776,80
0.25,1990,2312,78
0.24,1990,2432,84
0.26,1993,2186,80
0.26,1989,2016,78
0.26,1993,1784,80
0.25,1988,1708,77
0.35,1987,1672,77
0.38,1987,1436,77
0.36,1987,1391,77
0.36,1987,1214,77
1.14,1994,3997,81
1.42,1993,3562,84
1.96,1994,2817,91
1.19,1988,2663,81
2.1,1988,2109,77
1.12,1989,2764,78
1.86,1988,2770,84
1.91,1987,1768,84
0.06,1986,1340,78
0.05,1986,1340,76
0.05,1986,1300,76
0.24,1988,2189,77
0.23,1992,1620,79
0.23,1992,1528,79
0.21,1992,1944,82
0.28,1992,1382,79
0.72,1994,1620,81
0.52,1987,2069,77
0.39,1992,1680,87
0.16,1987,1140,56
0.14,1987,816,91
0.15,1993,1140,95
0.23,1988,1133,94
0.18,1990,1140,87
0.22,1987,1091,87
0.27,1991,1705,79
0.28,1991,1489,79
0.28,1992,1720,79
0.28,1987,1720,89
0.58,1987,1155,77
0.65,1987,1326,77
0.07,1986,1324,82
0.41,1988,4318,89
0.41,1987,3327,77
0.34,1990,3587,87
0.42,1988,2914,81
0.4,1989,3028,81
0.39,1988,3257,77
0.36,1989,4738,89
0.35,1988,2970,80
0.35,1988,3345,84
0.35,1988,3020,77
0.39,1987,3260,77
0.36,1987,3311,84
0.39,1987,2677,77
0.35,1989,2564,81
0.34,1988,2940,80
0.34,1988,2376,87
0.46,1987,1901,79
0.41,1987,2152,85
0.62,1988,2142,77
0.37,1988,1906,80
0.38,1987,2111,77
0.37,1987,2659,82
0.36,1988,2076,77
0.21,1992,1695,79
0.26,1992,1695,79
0.2,1992,1847,79
0.19,1988,1884,77
0.19,1993,2079,83
0.17,1994,2816,86
0.26,1987,1980,89
0.6,1994,2871,86
0.24,1995,2462,87
0.22,1994,1743,81
0.28,1988,2583,77
0.36,1993,1714,80
0.26,2005,2386,87
0.39,1987,1703,77
0.32,1994,1458,81
0.32,1995,1792,81
0.16,1996,1533,84
0.16,1996,1650,83
0.15,1997,1545,82
0.2,1995,1668,81
0.17,1992,1707,79
0.18,1988,1881,77
0.06,1987,1206,77
0.07,1987,1182,77
0.07,1987,1200,77
0.04,1987,1264,77
0.04,1987,1224,77
0.07,1987,1256,77
0.06,1987,1182,82
0.32,1989,2378,81
0.31,1987,2793,82
0.31,1987,2703,77
0.33,1987,2832,79
0.33,1987,2315,77
1.42,1964,2607,57
0.19,1987,2148,77
0.2,1987,1980,79
0.19,1988,1950,91
0.19,1987,3132,85
0.22,1989,2398,81
0.19,1987,2022,82
0.2,1987,1974,81
0.17,1987,1664,77
0.18,1988,1344,80
0.29,1989,1447,78
0.37,1988,1636,77
0.19,1988,1288,80
0.18,1988,1421,77
0.18,1987,1388,77
0.18,1987,1257,77
0.36,1987,2611,77
0.4,1987,3352,77
0.36,1988,2924,87
0.62,1988,2321,77
0.53,1988,3171,87
0.3,1987,2065,77
0.42,1987,2889,77
0.29,1988,3102,77
0.92,1987,4318,77
0.92,1987,4232,91
0.99,1987,3562,77
0.95,1989,3197,78
1.25,1988,4273,77
0.92,1987,3651,77
0.95,1988,3226,77
0.99,1987,3731,81
0.93,1988,3778,84
0.92,1988,4632,87
0.92,1988,3614,75
1.02,1987,4532,69
0.04,1987,1280,70
0.04,1987,1280,70
0.04,1987,1280,70
0.04,1987,1240,77
0.06,1987,1166,77
0.03,1987,1240,77
0.03,1987,1240,77
0.18,1987,1618,84
0.19,1993,1508,80
0.24,1993,1671,80
0.18,1988,1752,77
0.29,1988,1752,77
0.23,1993,1726,80
0.34,1992,1540,79
0.18,1988,1824,77
0.2,1993,1612,80
0.42,1987,1204,82
0.28,1987,1464,77
0.21,1988,1494,77
0.25,1988,1536,77
0.22,1988,1536,80
0.04,1987,1557,79
0.03,1987,1232,87
0.03,1987,1238,82
0.03,1997,1433,82
0.32,1987,2853,54
0.29,2000,2787,84
0.31,1988,3621,77
0.39,1989,2770,78
0.26,1987,2416,84
0.34,1988,2382,77
0.53,1987,2569,77
0.33,1990,2007,78
0.37,1988,3045,77
0.44,1987,2519,77
0.43,1989,3325,78
0.35,1987,3000,81
0.4,1987,2079,77
0.23,1987,2671,77
0.24,1989,2174,78
0.23,1990,2519,78
0.25,1990,2148,78
0.29,1989,1790,78
0.21,1989,2852,78
0.4,1988,2251,90
0.24,1988,2372,77
0.18,1988,2957,87
0.18,1987,2093,89
0.15,1989,1938,78
0.18,1991,1847,84
0.19,1990,1616,84
0.22,1992,2200,91
0.23,1987,2064,77
0.18,1987,1793,77
0.17,1987,1706,77
0.16,1992,1286,79
0.19,1990,2555,78
0.75,1987,1560,70
0.35,1988,3328,84
0.2,1984,1719,75
4.91,2011,5864,77
0.21,1987,2090,58
3.28,1987,2019,70
0.92,1980,1150,32
3.84,1930,1551,30
0.05,1987,1036,77
0.03,1987,1254,77
0.05,1987,1120,94
1.37,1995,3219,77
2.26,1987,924,27
0.77,1995,1620,50
0.78,1986,2000,76
0.31,1987,4145,86
0.25,1955,1816,81
0.29,1955,1306,91
0.77,1875,3427,73
0.3,1987,1344,70
1.31,1989,3006,81
1,1989,2731,83
0.4,1989,2624,78
0.35,1988,2768,84
0.75,1989,2821,84
0.4,1988,4119,83
0.35,1988,5055,83
0.33,1998,4387,92
0.03,1987,1415,82
0.04,1988,1415,77
0.04,1988,1415,77
0.04,1988,1415,77
0.06,1988,1687,85
0.04,1988,1415,77
0.04,1988,1338,77
0.06,1988,1682,85
0.05,1988,1218,89
0.03,1988,1431,77
0.03,1988,1395,77
0.06,1988,1717,85
0.06,1989,1727,91
0.06,1988,1879,85
0.04,1988,1415,77
0.03,1988,1415,77
0.69,1987,1000,77
0.12,1990,1344,81
0.13,1989,1797,86
0.91,1987,1363,77
0.76,1936,852,56
0.69,1989,2159,91
0.71,1989,2399,84
0.75,1989,2061,84
0.69,1991,1240,84
0.69,1992,1294,84
0.92,1991,1544,79
0.92,1987,1541,81
0.7,1993,1518,84
0.69,1992,1582,79
0.28,1989,1554,83
0.28,1988,1824,69
0.28,1987,1193,82
0.3,1987,1080,77
0.28,1987,1112,82
0.96,1986,3106,84
0.61,1989,2579,78
0.55,1988,3488,77
0.33,1989,2001,90
0.3,1994,2211,83
0.38,1990,2130,78
0.23,1987,2406,79
0.22,1988,2460,83
0.21,1988,1906,80
0.18,1989,1983,81
0.46,1988,2477,65
0.54,1996,2929,91
0.44,1993,2992,88
0.31,2006,3824,91
0.25,1987,3165,83
0.26,1987,2852,83
0.25,1993,2354,77
0.26,1987,2332,88
0.25,1994,3556,79
0.3,1988,3064,88
0.25,1994,4558,88
0.27,1993,2402,80
0.25,1992,3014,94
0.25,1991,2237,84
0.26,1988,3534,77
0.33,1988,2999,75
0.26,1988,2671,83
0.72,1999,1750,83
0.2,1992,1802,79
0.21,1988,2123,80
0.17,1989,2103,81
1.41,1988,2030,77
1.95,1991,1477,79
1.51,1989,1609,83
1.47,1991,1353,79
0.23,1988,1300,77
0.2,1988,1206,81
0.18,1989,1536,78
0.2,1989,1392,78
0.38,1990,1376,78
0.22,1989,1488,81
0.27,1989,1419,78
0.17,1990,1476,78
0.26,1989,1540,78
0.33,1987,1327,81
0.22,1987,1580,81
0.03,1986,1152,76
0.03,1986,1196,76
0.06,1987,1294,77
0.03,1987,1088,77
0.04,1987,1088,77
1.38,1995,2485,81
1.68,1995,2099,81
