Deeded_Acreage,Year_Built,HEATED_AREA,Accrued_Assessed_Condition_Pct
0.03,2015,1810,94
0.03,2015,1493,94
0.04,2015,1810,103
0.31,2017,2859,96
0.23,2015,3484,94
0.23,2015,3363,94
0.23,2018,2825,96
0.23,2016,3170,95
0.23,2016,3117,95
0.16,2016,2809,95
0.15,2015,2473,94
0.24,2015,2997,94
0.27,2015,3384,94
0.25,2015,3040,94
0.27,2018,2986,96
0.21,2015,2292,94
0.17,2015,2648,94
0.17,2015,2235,94
0.16,2015,2618,94
0.19,2015,2971,94
0.18,2015,3468,94
0.16,2015,2481,94
0.16,2016,2488,95
0.18,2015,2461,94
0.17,2016,2243,95
0.16,2016,2599,95
0.16,2016,2809,95
0.25,2015,2809,94
0.18,2015,2942,94
0.18,2015,2172,94
0.21,2016,2296,95
0.21,2015,3080,94
0.19,2015,3029,94
0.18,2015,2445,94
0.17,2015,2672,94
0.15,2015,3108,94
0.16,2016,1819,95
0.18,2015,2106,94
0.16,2015,1813,94
0.16,2015,1839,94
0.17,2015,3080,94
0.2,2015,3094,94
0.18,2015,1926,94
0.16,2015,2585,94
0.16,2015,1893,94
0.18,2015,2606,94
0.19,2015,2334,94
0.18,2015,3057,94
0.17,2015,2248,94
0.19,2015,2929,94
0.19,2016,2445,95
0.21,2015,2054,94
0.19,2015,3130,94
0.18,2015,2605,94
0.16,2015,2199,94
0.19,2015,2362,94
0.18,2015,2645,94
0.33,2015,3565,94
0.47,2015,4041,95
0.25,2016,2886,95
0.24,2016,3290,95
0.24,2015,2798,94
0.24,2016,3653,95
0.25,2016,3407,95
0.19,2016,3801,95
0.2,2016,2806,95
0.19,2016,2973,95
0.18,2016,3776,95
0.21,2016,3260,95
0.41,2016,3719,95
0.41,2015,3125,94
0.23,2016,2686,95
0.59,2015,3565,94
0.32,2016,3152,95
0.28,2016,2852,95
0.45,2015,3587,94
0.6,2016,2893,95
0.32,2016,3490,95
0.2,2016,2802,95
0.22,2017,3032,96
0.27,2016,3424,95
0.23,2016,3093,95
0.24,2015,2913,94
0.24,2015,3073,94
0.25,2017,3159,96
0.48,2015,4025,94
0.28,2015,3035,94
0.26,2015,2824,94
0.24,2016,2806,95
0.24,2016,2752,95
0.24,2016,2917,95
0.24,2016,2752,95
0.24,2016,4027,95
0.24,2016,3249,95
0.26,2015,3035,94
0.26,2016,2797,95
0.06,2015,1757,94
0,2014,1405,93
0,2014,1779,93
0,2014,1719,93
0,2014,1405,93
0.26,2016,3260,95
0.91,2015,1663,94
0.86,2015,2351,94
2.48,2016,2903,95
1.69,2016,2312,95
1.31,2018,1668,96
1.27,2016,2234,95
1.04,2016,1913,95
7.54,1960,2343,91
1,2015,4065,94
1.02,2015,3981,94
1.01,2015,5089,94
0.95,2016,4304,95
4.6,2016,4909,95
1.82,2016,3990,95
0.19,2015,2682,94
0.16,2016,2280,95
0.16,2016,2280,95
0.16,2015,2280,94
0.16,2016,2292,95
0.25,2015,2280,94
0.3,2015,2280,94
0.44,2015,2280,94
0.23,2015,3216,94
0.19,2015,2280,94
0.17,2016,2409,95
0.17,2016,2280,95
0.16,2015,2280,94
0.2,2016,2280,95
0.19,2016,2392,95
0.18,2015,2423,94
0.16,2016,2280,95
0.16,2016,2610,95
0.19,2016,2590,95
0.2,2015,2292,94
0.37,2016,2831,95
0.27,2016,2280,95
0.3,2016,2262,95
0.21,2016,2280,95
0.23,2015,2280,94
0.16,2015,2726,94
0.19,2015,2444,94
0.19,2016,1932,95
0.44,2016,4701,90
0.42,2016,5228,90
0.35,2016,4665,90
0.36,2016,3706,90
0.23,2016,2979,90
0.23,2016,4250,90
0.23,2016,3259,90
0.23,2016,3527,90
0.23,2015,3784,89
0.23,2016,3684,90
0.27,2016,3495,90
0.26,2016,3853,90
0.23,2016,4088,90
0.23,2016,4030,90
0.23,2016,3026,90
0.23,2016,4000,90
0.23,2015,4115,89
0.33,2016,3965,90
0.28,2016,3092,90
0.23,2015,2528,89
0.23,2016,3010,90
0.23,2016,2944,90
0.23,2016,3192,90
0.23,2015,4155,89
0.23,2015,3880,89
0.24,2016,3963,90
0.24,2016,3476,90
0.23,2016,3347,90
0.23,2016,3010,90
0.23,2016,3409,90
0.23,2016,3409,90
0.22,2016,1595,95
0.2,2016,1539,95
0.14,2015,1967,95
0.1,2015,2088,95
0.1,2015,1992,95
0.1,2015,2114,95
0.22,2015,2954,94
0.16,2016,2269,86
0.16,2016,2504,86
0.16,2016,3179,86
0.16,2016,2560,86
0.16,2016,2440,86
0.16,2016,2504,86
0.16,2016,2504,86
0.16,2016,2528,86
0.16,2016,2209,86
0.16,2016,2440,86
0.16,2016,2504,86
0.16,2016,2420,86
0.16,2016,2568,86
0.16,2016,2274,86
0.04,2015,1615,94
0.04,2015,1625,94
0.04,2015,1625,94
0.06,2015,1768,94
0.16,2016,2480,86
0.16,2016,2504,86
0.16,2016,3158,86
0.18,2016,2608,86
0.32,2017,2440,86
0.21,2017,2218,86
0.19,2016,2473,86
0.17,2016,2218,86
0.15,2016,2504,86
0.13,2016,2440,86
0.12,2017,2374,86
0.13,2017,2432,86
0.12,2017,2504,86
0.12,2017,2420,86
0.12,2017,2420,86
0.12,2017,2440,86
0.12,2017,2544,86
0.12,2016,2504,86
0.12,2016,2440,86
0.43,2017,2420,86
0.59,2017,2331,86
0.27,2017,2440,86
0.22,2017,2520,86
0.18,2017,2440,86
0.15,2017,2504,86
0.15,2017,2274,86
0.16,2016,2504,86
0.23,2016,2504,86
0.18,2017,2440,86
0.2,2016,3179,86
0.24,2017,2520,86
0.29,2017,2504,86
0.28,2017,2504,86
0.27,2017,2756,86
0.32,2016,3180,86
0.21,2016,2504,86
0.16,2016,2074,86
0.16,2016,2480,86
0.15,2016,2108,86
0.15,2016,2504,86
0.15,2016,2108,86
0.16,2016,2528,86
0.19,2017,2620,86
0.16,2016,2480,86
0.19,2016,2440,86
0.16,2016,2504,86
0.16,2016,1934,86
0.16,2016,2608,86
0.16,2016,2490,86
0.16,2016,2504,86
0.16,2016,2274,86
0.16,2016,2317,86
0.16,2016,2480,86
0.16,2016,2608,86
0.15,2016,2520,86
0.15,2016,3228,86
0.15,2016,2269,86
0.15,2016,2544,86
0.15,2016,2270,86
0.15,2015,1984,85
0.15,2016,2274,86
0.18,2016,3693,95
0.2,2016,3648,95
0.23,2016,4434,95
0.2,2015,4045,94
0.22,2015,3586,94
0.3,2016,4441,95
0.3,2015,4572,94
0.27,2015,4019,94
0.23,2016,3733,95
0.3,2016,4047,95
0.24,2016,4080,95
0.24,2015,5795,94
0.22,2015,4070,94
0.19,2016,3700,95
0.21,2016,3960,95
0.21,2016,4339,95
0.19,2015,4074,94
0.22,2016,4262,95
0.29,2016,4363,95
0.2,2016,3914,95
0.21,2015,4198,94
0.19,2015,3994,94
0.2,2016,3696,95
0.2,2016,4155,95
0.18,2015,4014,94
0.22,2015,3635,94
0.25,2018,3800,96
0.21,2015,4423,94
0.23,2018,3580,96
0.23,2015,3586,94
0.23,2015,3931,94
0.22,2016,4038,95
0.22,2016,4765,95
0.26,2015,3423,94
0.12,2016,1466,95
0.11,2016,2103,95
0.11,2016,2088,95
0.11,2016,1672,95
0.11,2017,2496,96
0.11,2016,1840,95
0.12,2017,2250,96
0.12,2017,2250,96
0.11,2015,1864,94
0.11,2015,1960,94
0.12,2015,2330,94
0.12,2016,1912,95
0.12,2016,1912,95
0.12,2016,1949,95
0.12,2016,1750,95
0.12,2016,1912,95
0.12,2016,1822,95
0.12,2016,2052,95
0.13,2016,1558,95
0.13,2015,2371,94
0.13,2015,2096,94
0.13,2015,1872,94
0.19,2015,2999,94
0.19,2015,2587,94
0.22,2015,2928,94
0.27,2015,2870,94
0.32,2017,2817,96
0.21,2016,3406,95
0.2,2016,3498,95
0.25,2015,2340,94
0.22,2015,3251,94
0.38,2015,3495,94
0.22,2016,4020,95
0.25,2016,4353,95
0.22,2016,4861,95
0.28,2016,3476,95
0.26,2016,4338,95
0.31,2016,4341,95
0.33,2016,3018,95
0.29,2016,3220,95
0.31,2016,2689,95
0.27,2016,4043,95
0.21,2016,4374,95
0.24,2016,4920,95
0.19,2016,4826,95
0.28,2015,3834,94
0.33,2018,3404,96
0.29,2016,3104,95
0.26,2018,3404,96
0.23,2016,3724,95
0.21,2016,3318,95
0.19,2016,3227,95
0.19,2016,3131,95
0.27,2016,3063,95
0.27,2016,3318,95
0.19,2016,3376,95
0.19,2016,3312,95
0.22,2016,3061,95
0.06,2016,1763,95
0.03,2016,1748,95
0.03,2016,1743,95
0.05,2016,1743,95
0.05,2016,1743,95
0.03,2016,1743,95
0.03,2016,1753,95
0.05,2016,1743,95
0.05,2016,1743,95
0.03,2016,1743,95
0.05,2016,1743,95
0.05,2015,1779,94
0.03,2015,1779,94
0.03,2015,1797,94
0.05,2015,1779,94
0.06,2015,1779,94
0.04,2015,1779,94
0.04,2015,1788,94
0.04,2015,1797,94
0.04,2015,1788,94
0.05,2015,1779,94
0.04,2016,1743,95
0.04,2016,1763,95
0.05,2016,1743,95
0.05,2016,1743,95
0.04,2016,1743,95
0.04,2016,1763,95
0.06,2016,1743,95
0.04,2015,1907,99
0.04,2015,1907,94
0.04,2015,1907,94
0.04,2015,1907,94
0.04,2015,1907,94
0.04,2015,1907,99
0,2015,1801,94
0,2015,1719,94
0,2015,2393,94
0,2015,2334,94
0.22,2017,2338,96
0.22,2015,2120,94
0.24,2017,2338,96
0.25,2015,2232,94
0.24,2016,1758,95
0.25,2016,2015,95
0.23,2015,2539,94
0.23,2015,2064,94
0.21,2016,2383,95
0.24,2016,2484,95
0.28,2016,2368,95
0.25,2016,2538,95
0.24,2016,2002,95
0.24,2015,2300,94
0.18,2015,2036,94
0.19,2016,2313,95
0.23,2016,2108,95
0.2,2016,2487,95
0.3,2016,2313,95
0.27,2016,2552,95
0.31,2016,1994,95
0.25,2017,2635,96
0.2,2017,2020,96
0.25,2017,2635,96
0.28,2016,2319,95
0.21,2016,2010,95
0.2,2016,1718,95
0.21,2016,2003,95
0.23,2017,2006,96
0.18,2015,2259,94
0.21,2015,2214,94
0.17,2017,2635,96
0.19,2016,2014,95
0.19,2016,2313,95
0.2,2016,1758,95
0.2,2016,2313,95
0.18,2017,2635,96
0.18,2015,2017,94
0.18,2015,1738,94
0.18,2017,2012,96
0.18,2015,2009,94
0.18,2016,2667,95
0.19,2016,2113,95
0.23,2015,2245,95
0.17,2018,2967,96
0.14,2016,3270,95
0.14,2015,2633,94
0.14,2016,2917,95
0.14,2015,2090,94
0.16,2015,3009,94
0.25,2016,3823,95
0.19,2015,3548,94
0.23,2015,2913,94
0.31,2016,3740,95
0.16,2015,3554,94
0.14,2015,2850,94
0.14,2015,2985,94
0.14,2017,4136,96
0.18,2018,2378,96
0.22,2018,2966,96
0.33,2015,3445,94
0.39,2018,2983,96
0.26,2018,3363,96
0.2,2018,2976,96
0.17,2015,2946,94
0.17,2016,2528,95
0.14,2016,2931,95
0.19,2015,2946,94
0.19,2015,3571,94
0.17,2015,2934,94
0.14,2015,2872,94
0.14,2016,2947,95
0.17,2015,2142,94
0.16,2018,2346,96
0.2,2017,3172,96
0.22,2018,3236,96
0.18,2017,2405,96
0.14,2016,2945,95
0.14,2017,2493,96
0.14,2016,2131,95
0.14,2016,2945,95
0.14,2016,2765,95
0.17,2015,2917,94
0.23,2015,3503,94
0.29,2015,3161,94
0.15,2018,2722,96
0.14,2015,2128,94
0.14,2016,2132,95
0.14,2015,2895,94
0.14,2016,2956,95
0.14,2016,2236,95
0.14,2016,2945,95
0.14,2016,2230,95
0.14,2016,3390,95
0.14,2016,3025,95
0.16,2016,2527,95
0.49,1979,2450,72
0.06,2015,2140,94
0.04,2015,2160,94
0.04,2015,2119,94
0.04,2015,2160,94
0.04,2015,2119,94
0.04,2015,2155,94
0.4,2015,4232,94
0.05,2015,2124,94
0.04,2015,2160,94
0.04,2015,2119,94
0.04,2015,2161,94
0.06,2015,2155,94
0.68,2016,4588,96
0.47,2018,2784,96
0.47,2018,3044,96
0.46,2019,2438,97
0.47,2018,2454,96
0.47,2017,3494,96
0.47,2017,2259,96
0.46,2017,3464,96
0.47,2017,2448,96
0.47,2019,3178,97
0.47,2019,2509,97
0.46,2019,2974,97
0.46,2019,2336,97
0.46,2018,2350,96
0.18,2015,3593,94
0.19,2016,3072,86
0.25,2015,2522,94
0.24,2015,2950,94
0.2,2015,2841,94
0.15,2015,1992,94
0.16,2015,2457,94
0.16,2015,2186,94
0.16,2015,2880,94
0.16,2015,3316,94
0.16,2016,2496,95
0.16,2015,2347,94
0.16,2016,3066,95
0.16,2016,2554,95
0.16,2015,2893,94
0.14,2015,3311,94
0.14,2015,2881,94
0.14,2015,2524,94
0.14,2015,2237,94
0.14,2015,2027,94
0.16,2015,2881,94
0.17,2015,1987,94
0.16,2015,2244,94
0.13,2015,2328,94
0.12,2015,2198,94
0.12,2015,2223,94
0.12,2015,2198,94
0.12,2015,1925,94
0.12,2015,2310,94
0.12,2015,1913,94
0.15,2015,2328,94
0.15,2015,2246,94
0.12,2015,1989,94
0.14,2015,2246,94
0.11,2015,2326,94
0.1,2015,1985,94
0.1,2015,2568,94
0.1,2015,2248,94
0.1,2016,1970,95
0.1,2015,2328,94
0.1,2015,2266,94
0.1,2015,2209,94
0.09,2015,2244,94
0.13,2015,1925,94
0.27,2015,2669,94
0.25,2016,3644,95
0.19,2016,2981,95
0.15,2016,4183,95
0.21,2016,3333,95
0.22,2016,3402,95
0.18,2018,3481,96
0.17,2018,2907,96
0.17,2018,3240,96
0.17,2018,3262,96
0.2,2016,3359,95
0.24,2015,2776,94
0.19,2015,3420,94
0.22,2015,3516,94
0.17,2015,2805,94
0.17,2015,3011,85
0.2,2015,3929,94
0.26,2015,3270,94
0.3,2018,3284,96
0.32,2015,3336,94
0.34,2018,2893,96
0.31,2018,2856,96
0.23,2018,2627,96
0.28,2018,3449,96
0.29,2018,2868,96
0.19,2018,2896,96
0.28,2016,2882,95
0.25,2016,2963,95
0.17,2018,3456,96
0.15,2018,2550,96
0.15,2018,3034,96
0.19,2015,2477,85
0.16,2015,2857,94
0.15,2015,2683,94
0.15,2015,2466,94
0.15,2015,3304,94
0.15,2015,3135,94
0.15,2015,2729,94
0.16,2015,2474,94
0.16,2015,2477,94
0.16,2015,3407,85
0.16,2015,2679,94
0.16,2015,3411,94
0.16,2015,2477,94
0.17,2015,3496,94
0.17,2017,3078,96
0.24,2016,2684,95
0.15,2018,2786,96
0.45,2016,3624,95
0.25,2016,3427,95
0.16,2016,3764,95
0.13,2018,2828,96
0.13,2018,2764,96
0.17,2015,4740,94
0.17,2015,2928,94
0.17,2016,3077,95
0.16,2016,2846,95
0.19,2015,2936,94
0.18,2015,3068,94
0.16,2015,3035,94
0.16,2015,3519,94
0.13,2016,2666,95
0.16,2015,3099,94
0.17,2015,3317,94
0.15,2015,3495,94
0.15,2015,3507,94
0.15,2016,3438,95
0.15,2015,4061,94
0.14,2015,4052,94
0.19,2016,3043,95
0.17,2015,3519,94
0.17,2015,2780,94
0.21,2015,3489,94
0.18,2015,3413,94
0.24,2015,3529,94
0.29,2015,3098,94
0.33,2015,3495,94
0.21,2015,3516,94
0.2,2015,3136,94
0.16,2015,3467,94
0.15,2015,3407,94
0.19,2016,3103,95
0.18,2015,3700,94
0.24,2015,3540,94
0.16,2015,3030,94
0.16,2015,3540,94
0.19,2016,3910,95
0.09,2015,2364,94
0.06,2015,1991,94
0.06,2015,2005,94
0.06,2015,2002,94
0.06,2015,2005,94
0.08,2015,1972,94
0.11,2015,3114,94
0.15,2015,4724,94
0.17,2015,3510,94
0.17,2015,4181,94
0.14,2015,4474,94
0.14,2015,4579,94
0.16,2015,3543,94
0.18,2015,3510,94
0.2,2016,4723,95
0.16,2016,3581,95
0.19,2016,3243,95
0.17,2016,4324,95
0.17,2016,4345,95
0.26,2015,3072,94
0.19,2015,3470,94
0.25,2015,3835,94
0.16,2015,3431,94
0.18,2015,2760,94
0.29,2016,3610,88
0.2,2016,5192,95
0.22,2016,3382,95
0.26,2016,2186,95
0.22,2016,2711,95
0.2,2016,2708,95
0.18,2016,2610,95
0.18,2016,2932,95
0.19,2017,2919,96
0.25,2018,3084,96
0.24,2018,3152,96
0.3,2018,3352,96
0.33,2018,2849,96
0.19,2018,3338,96
0.19,2018,2825,96
0.2,2018,3050,96
0.19,2017,3591,96
0.18,2018,3314,96
0.18,2017,3382,96
0.19,2017,2311,96
0.22,2017,2234,96
0.21,2017,3007,96
0.3,2017,3070,96
0.29,2017,3418,96
0.22,2017,3491,96
0.19,2018,3071,96
0.19,2018,2879,96
0.23,2016,3055,95
0.22,2016,3717,95
0.19,2017,2945,96
0.18,2016,2436,95
0.19,2018,2772,96
0.25,2017,2985,96
0.23,2017,2770,96
0.2,2016,3624,95
0.24,2016,3312,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1668,95
0.03,2016,1645,95
0.03,2016,1645,95
0.03,2016,1645,95
0.03,2016,1645,95
0.16,2016,3332,95
0.18,2016,2922,95
0.16,2016,2408,95
0.23,2016,3492,96
0.15,2016,2899,95
0.41,2016,2934,95
0.27,2016,3393,95
0.41,2015,5029,94
0.18,2016,2842,95
0.29,2016,4163,95
0.18,2015,3114,94
0.14,2015,4375,94
0.37,2016,3840,95
0.2,2016,3499,95
0.28,2016,3208,95
0.24,2016,3328,95
0.19,2016,3107,95
0.17,2016,3068,95
0.19,2016,3139,95
0.17,2016,3384,95
0.17,2016,2748,95
0.2,2016,3036,95
0.25,2016,3536,95
0.15,2016,3129,95
0.15,2016,3295,95
0.17,2016,3121,95
0.18,2016,3061,95
0.19,2016,3612,95
0.19,2016,3053,95
0.2,2016,2974,95
0.18,2016,2966,95
0.2,2016,3451,95
0.17,2017,3012,96
0.17,2016,2933,95
0.17,2017,3386,96
0.18,2016,3088,95
0.18,2017,3614,96
0.18,2017,3163,96
0.19,2017,3649,96
0.19,2016,3056,95
0.21,2015,3521,94
0.19,2016,3488,95
0.17,2016,3159,95
0.18,2016,3451,95
0.18,2016,3370,95
0.17,2015,3586,94
0.18,2017,3316,96
0.18,2017,3044,96
0.07,2015,2112,94
0.06,2015,2285,94
0.06,2015,1834,94
0.06,2015,2285,94
0.06,2015,2202,94
0.07,2015,2285,94
0.07,2015,2285,94
0.06,2015,2202,94
0.06,2015,2112,94
0.06,2015,2285,94
0.06,2015,2112,94
0.06,2015,2285,94
0.1,2015,2628,94
0.07,2015,2285,94
0.06,2015,2202,94
0.06,2015,2285,94
0.06,2015,2112,94
0.06,2015,2285,94
0.06,2015,2112,94
0.07,2015,2285,94
0.07,2015,2285,94
0.06,2015,2112,94
0.06,2015,2285,94
0.06,2015,1834,94
0.06,2015,2285,94
0.07,2015,2202,94
0.07,2015,2112,94
0.06,2015,2285,94
0.06,2015,1834,94
0.06,2015,2285,94
0.07,2015,2112,94
0.13,2015,2628,94
0.08,2015,2944,94
0.06,2015,2112,94
0.06,2015,2285,94
0.06,2015,2112,94
0.06,2015,2285,94
0.07,2015,2385,94
0.09,2015,2932,94
0.05,2015,2285,94
0.05,2015,2285,94
0.07,2016,2202,95
0.11,2015,2285,94
0.06,2015,2202,94
0.07,2015,2285,94
0.11,2016,2000,95
0.06,2016,2190,95
0.06,2016,2190,95
0.06,2016,2000,95
0.08,2016,2896,95
0.12,2016,2671,95
0.07,2016,2000,95
0.08,2016,2189,95
0.08,2016,2000,95
0.08,2016,2189,95
0.08,2016,2000,95
0.08,2016,2189,95
0.1,2016,2000,95
0.09,2016,2685,95
0.05,2016,2000,95
0.05,2016,2190,95
0.05,2016,2000,95
0.05,2016,2190,95
0.05,2016,2000,95
0.09,2016,2685,95
0.06,2016,2190,95
0.05,2016,1744,95
0.05,2016,2190,95
0.05,2016,2190,95
0.09,2016,2864,95
0.08,2016,2000,95
0.06,2016,2190,95
0.06,2016,1990,95
0.06,2016,2190,95
0.06,2016,2000,95
0.11,2016,2867,95
0.08,2016,2000,95
0.06,2016,2190,95
0.21,2017,2526,96
0.19,2017,3187,96
0.06,2016,2100,95
0.19,2017,2684,96
0.06,2016,2190,95
0.19,2017,1880,96
0.06,2016,2000,95
0.12,2016,2680,95
0.1,2016,2190,95
0.07,2016,2190,95
0.07,2016,2000,95
0.07,2016,2190,95
0.06,2016,2000,95
0.08,2016,2190,95
0.08,2016,2199,95
0.06,2016,2000,95
0.06,2016,2199,95
0.06,2016,2000,95
0.06,2016,2199,95
0.06,2016,2190,95
0.11,2016,2718,95
0.06,2015,2112,94
0.06,2015,2285,94
0.06,2015,2112,94
0.07,2015,2385,94
0.07,2016,2112,95
0.06,2015,2202,94
0.06,2015,2285,94
0.06,2015,2133,94
0.06,2015,2285,94
0.07,2015,2112,94
0.28,2015,2614,94
0.3,2015,3151,94
0.39,2015,3511,94
0.38,2015,4131,94
0.19,2017,2606,96
0.19,2018,2564,96
0.19,2018,2602,96
0.23,2018,2335,96
0.21,2015,3228,94
0.19,2015,2345,94
0.19,2015,3318,94
0.19,2015,3571,94
0.19,2015,2292,94
0.2,2015,2556,94
0.22,2015,3618,94
0.25,2015,2796,94
0.32,2015,2562,94
0.27,2015,3133,94
0.19,2016,2915,95
0.15,2016,3228,95
0.15,2015,2236,94
0.15,2016,1938,95
0.15,2016,3308,95
0.15,2016,2656,95
0.15,2016,2335,95
0.15,2016,2585,95
0.14,2016,2656,95
0.14,2016,2354,95
0.14,2016,2433,95
0.14,2016,2585,95
0.14,2016,1931,95
0.14,2016,2576,95
0.14,2016,3357,95
0.14,2016,2800,95
0.19,2016,3317,95
0.18,2016,2335,95
0.15,2016,2576,95
0.15,2016,2343,95
0.15,2016,2470,95
0.14,2016,2560,95
0.14,2016,2585,95
0.14,2016,3220,95
0.14,2016,2340,95
0.14,2016,2585,95
0.15,2016,1938,95
0.15,2016,2656,95
0.15,2016,1938,95
0.15,2016,2340,95
0.15,2016,2585,95
0.15,2016,2752,95
0.15,2016,2639,95
0.15,2015,2227,94
0.18,2015,2292,94
0.18,2016,3389,95
0.19,2015,3110,94
0.16,2016,2656,95
0.15,2015,2360,94
0.15,2015,3222,94
0.15,2015,2567,94
0.17,2015,1923,94
0.15,2017,2540,96
0.13,2017,2340,96
0.16,2017,2784,96
0.13,2017,2743,96
0.15,2017,2544,96
0.13,2017,2340,96
0.21,2017,2540,96
0.17,2017,2800,96
0.17,2017,1923,96
0.2,2017,3332,96
0.19,2017,2580,96
0.15,2017,2552,96
0.15,2017,2340,96
0.19,2017,2585,96
0.16,2017,2552,96
0.13,2017,2780,96
0.13,2017,2335,96
0.15,2017,2552,96
0.14,2017,2335,96
0.13,2017,2552,96
0.13,2017,2340,96
0.13,2017,2552,96
0.13,2017,2335,96
0.18,2017,2692,96
0.21,2017,1918,96
0.2,2017,2442,96
0.2,2017,2649,96
0.19,2017,2407,96
0.16,2017,2667,96
0.13,2017,2798,96
0.13,2017,2336,96
0.2,2017,2780,96
0.24,2017,2340,96
0.15,2017,2552,96
0.13,2017,2335,96
0.15,2017,2540,96
0.18,2017,1860,96
0.18,2017,2413,96
0.16,2017,1923,96
0.14,2017,2407,96
0.14,2017,1918,96
0.15,2017,2634,96
0.16,2017,2667,96
0.13,2017,2780,96
0.13,2017,2552,96
0.13,2017,2340,96
0.16,2017,2780,96
0.26,2017,2552,96
0.13,2017,2552,96
0.13,2017,2780,96
0.13,2017,2552,96
0.13,2017,2340,96
0.15,2017,2552,96
0.22,2017,2340,96
0.21,2017,2601,96
0.19,2017,2601,96
0.18,2017,2334,96
0.17,2017,3188,96
0.16,2017,3182,96
0.2,2017,2540,96
0.19,2017,2336,96
0.18,2017,2340,96
0.13,2017,2549,96
0.13,2017,3208,96
0.14,2017,3124,96
0.18,2018,2306,96
0.15,2015,2640,94
0.23,2018,2606,96
0.18,2016,2340,95
0.18,2016,1900,95
0.16,2017,2658,96
0.18,2017,2413,96
0.28,2016,2012,95
0.21,2016,2560,95
0.15,2017,2758,96
0.15,2017,1938,96
0.15,2017,2340,96
0.17,2017,3170,96
0.17,2017,2601,96
0.16,2017,2336,96
0.16,2017,2658,96
0.15,2017,2776,96
0.25,2017,2548,96
0.33,2017,2035,96
0.35,2017,3188,96
0.32,2016,3060,95
0.22,2017,3388,96
0.21,2016,2201,95
0.21,2017,2958,96
0.21,2016,4152,95
0.21,2016,3047,95
0.21,2016,2563,95
0.21,2016,3060,95
0.21,2016,3424,95
0.21,2017,2403,96
0.22,2016,3612,95
0.23,2016,2551,95
0.26,2016,3289,95
0.32,2016,2943,95
0.34,2016,3226,95
0.22,2016,2473,95
0.19,2017,3226,96
0.23,2017,2943,96
0.19,2016,4557,95
0.2,2015,4358,94
0.2,2015,3427,94
0.2,2015,3447,94
0.22,2015,3419,94
0.23,2015,3411,94
0.09,2015,2114,94
0.53,2015,4295,94
0.49,2016,5506,95
0.51,2016,5451,95
0.94,2015,4325,94
1.18,1971,3776,84
0.93,2016,3874,95
0.68,2015,3896,94
0.2,2016,4176,95
0.2,2016,4080,95
0.2,2016,4004,95
0.2,2015,3047,94
0.2,2016,3936,95
0.2,2016,3374,95
0.2,2016,4320,95
0.18,2016,3803,95
0.19,2016,4424,95
0.24,2015,3755,94
0.37,2016,3439,95
0.25,2016,4988,95
0.21,2016,4238,95
0.25,2016,4286,95
0.31,2016,5103,95
0.22,2016,4599,95
0.19,2016,3601,95
0.2,2016,4376,95
0.2,2016,3377,95
0.19,2016,4290,95
0.19,2015,3380,94
0.05,2015,2136,94
0.05,2015,2027,94
0.05,2015,2027,94
0.05,2015,2027,94
0.05,2015,2136,94
1.11,2016,2651,95
0.92,2017,2638,96
0.04,2015,1635,94
0.04,2015,1671,94
0.04,2015,1697,94
0.04,2015,1671,94
0.04,2015,1635,94
0.04,2015,1671,94
0.04,2015,1635,94
0.04,2015,1671,94
0.04,2015,1671,94
0.04,2015,1635,94
0.04,2015,1671,94
0.04,2015,1635,94
0.04,2015,1635,94
0.04,2015,1697,94
0.04,2015,1635,94
0.04,2015,1671,94
0.04,2015,1635,94
0.04,2015,1635,94
0.04,2015,1671,94
0.11,2016,2102,96
0.11,2016,2102,96
0.11,2016,2084,96
0.11,2019,2090,97
0.11,2019,2090,97
0.13,2017,2934,96
0.12,2017,2934,96
0.21,2017,2492,96
0.22,2017,2620,96
0.22,2016,2889,95
0.22,2016,2715,95
0.22,2016,3022,95
0.22,2016,2733,95
0.21,2017,2624,96
0.24,2016,2595,95
0.92,2016,3624,95
0.93,2015,4703,94
2.44,2016,3994,95
1.84,2016,4026,95
1.84,2016,3977,95
2.53,2016,3186,95
1.84,2016,4250,95
1.89,2017,8318,96
2.61,2016,5373,95
1.84,2015,5359,94
0.08,2016,1867,95
0.05,2015,1700,94
0.05,2015,1800,94
0.05,2015,1700,94
0.05,2015,1957,94
0.11,2015,1800,94
0.11,2016,1708,95
0.05,2016,1956,95
0.05,2016,1700,95
0.08,2016,1956,95
0.07,2016,1956,95
0.04,2016,1700,95
0.04,2016,1800,95
0.04,2016,1700,95
0.04,2016,1996,95
0.07,2016,1800,95
0.07,2015,1957,94
0.05,2015,1700,94
0.05,2015,1800,94
0.05,2015,1700,94
0.05,2015,1957,94
0.08,2015,1800,94
0.09,2015,1800,94
0.05,2015,1957,94
0.06,2015,1700,94
0.08,2015,1997,94
0.08,2016,1708,95
0.05,2016,1956,95
0.06,2016,1700,95
0.06,2016,1800,95
0.06,2016,1614,95
0.09,2016,1956,95
0.27,2016,4276,95
0.25,2015,4760,94
0.24,2016,4897,95
